piece_id,scraping_id,app_id,device_id,date_scraped,average_prize_buy,number_of_ads_buy,average_prize_rent,number_of_ads_rent,extra_data,piece_name,city_name,scraped,bounding_box1_x,bounding_box1_y,bounding_box2_x,bounding_box2_y,center_point_x,center_point_y
Aranjuez--piece--0-0--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849523000,0,0,0,0,,piece--0-0,Aranjuez,1,-3.63008,40.0392,-3.62466,40.0343,-3.62737,40.0368
Aranjuez--piece--0-1--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849533000,0,0,0,0,,piece--0-1,Aranjuez,1,-3.63008,40.0343,-3.62466,40.0295,-3.62737,40.0319
Aranjuez--piece--0-2--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849541000,0,0,0,0,,piece--0-2,Aranjuez,1,-3.63008,40.0295,-3.62466,40.0247,-3.62737,40.0271
Aranjuez--piece--0-3--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849549000,0,0,0,0,,piece--0-3,Aranjuez,1,-3.63008,40.0247,-3.62466,40.0198,-3.62737,40.0222
Aranjuez--piece--1-0--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849558000,0,0,0,0,,piece--1-0,Aranjuez,1,-3.62466,40.0392,-3.61923,40.0343,-3.62194,40.0368
Aranjuez--piece--1-1--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849566000,1986.67,1,0,0,,piece--1-1,Aranjuez,1,-3.62466,40.0343,-3.61923,40.0295,-3.62194,40.0319
Aranjuez--piece--1-2--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849574000,1462.1,2,0,0,,piece--1-2,Aranjuez,1,-3.62466,40.0295,-3.61923,40.0247,-3.62194,40.0271
Aranjuez--piece--1-3--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849586000,1510.89,4,0,0,,piece--1-3,Aranjuez,1,-3.62466,40.0247,-3.61923,40.0198,-3.62194,40.0222
Aranjuez--piece--2-0--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849594000,0,0,0,0,,piece--2-0,Aranjuez,1,-3.61923,40.0392,-3.61381,40.0343,-3.61652,40.0368
Aranjuez--piece--2-1--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849599000,2072.07,1,0,0,,piece--2-1,Aranjuez,1,-3.61923,40.0343,-3.61381,40.0295,-3.61652,40.0319
Aranjuez--piece--2-2--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849605000,1576.72,9,0,0,,piece--2-2,Aranjuez,1,-3.61923,40.0295,-3.61381,40.0247,-3.61652,40.0271
Aranjuez--piece--2-3--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849612000,1443,10,0,0,,piece--2-3,Aranjuez,1,-3.61923,40.0247,-3.61381,40.0198,-3.61652,40.0222
Aranjuez--piece--3-0--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849624000,1566.04,1,0,0,,piece--3-0,Aranjuez,1,-3.61381,40.0392,-3.60838,40.0343,-3.61109,40.0368
Aranjuez--piece--3-1--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849637000,1053.76,5,6.31579,1,,piece--3-1,Aranjuez,1,-3.61381,40.0343,-3.60838,40.0295,-3.61109,40.0319
Aranjuez--piece--3-2--gCloud,"scraping-fotocasa-gCloud--12_3_2018,_2_46_43_PM",fotocasa,gCloud,1543849646000,1616.01,4,0,0,,piece--3-2,Aranjuez,1,-3.61381,40.0295,-3.60838,40.0247,-3.61109,40.0271
